candidate_id,client,vendor,url,reason_code,reason
ru-mn-rusal-electrolysis-01,Русал,in-house,https://www.tadviser.ru/index.php/%D0%9F%D1%80%D0%BE%D0%B5%D0%BA%D1%82:%D0%A0%D1%83%D1%81%D0%B0%D0%BB_(%D0%98%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B8%D0%BD%D1%82%D0%B5%D0%BB%D0%BB%D0%B5%D0%BA%D1%82_(%D0%98%D0%98,"_Artificial_intelligence, _AI))",source_unavailable
ru-mn-rusal-acoustic-01,Русал,in-house Инженерно-технологический центр,,source_unavailable,"URL для акустического мониторинга («машинное ухо») на Краснотурьинском глинозёмном заводе не был получен ни через WebSearch, ни через WebFetch - только упомянут в сводке поиска без прямой ссылки"
ru-mn-metalloinvest-digital-01,Металлоинвест,unknown,https://www.tadviser.ru/index.php/%D0%9A%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F:%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB%D0%BE%D0%B8%D0%BD%D0%B2%D0%B5%D1%81%D1%82_%D0%A3%D0%9A?ptype=itpasp,unverifiable,"Заявленный эффект 1.7 млрд руб. от цифровой трансформации не привязан к конкретному ИИ-решению/процессу в найденной сводке; страница не была открыта через WebFetch для проверки деталей"
ru-mn-polyus-gold-content-01,Полюс,unknown,https://www.comnews.ru/content/238217/2025-03-12/2025-w11/1018/polyus-pereosmyslivaet-buduschee-zolotodobychi-kak-iskusstvennyy-intellekt-cifrovizaciya-i-importozameschenie-menyayut-odnu-konservativnykh-otrasley-rossii,no_result,"После WebFetch страница не содержала названий конкретных фабрик/рудников, вендора или численных результатов - только общее описание направления (генеративные модели прогнозируют содержание золота)"
ru-mn-suek-autonomous-trucks-01,СУЭК,unknown,https://dprom.online/mining/byespeelotniye-samosvali-ee-eeskusstvyenniyi-eentyellyekt-v-rosseeyiskeeh-shahtah/,source_unavailable,"WebFetch вернул пустое содержимое страницы (не удалось извлечь текст статьи); в WebSearch упоминалось около 10 беспилотных самосвалов на угольных разрезах СУЭК, но подтвердить детали не удалось"
ru-mn-suek-project-lad-01,СУЭК,Project Lad,https://www.comnews.ru/digital-economy/content/234631/2024-08-06/2024-w32/1012/suek-razvivaet-upravlenie-stroitelstvom-pomoschyu-cifrovoy-modeli-baze-ii,out_of_scope,"Проект касается управления строительством (Project Lad), а не добычи/переработки - слабое соответствие тематике направления, к тому же не проверялось через WebFetch"
au-mn-riotinto-ahs-01,Rio Tinto,in-house,https://gmggroup.org/wp-content/uploads/2023/12/2021-01-11-Rio-Tintos-Experience-with-Automation-and-People.pdf,source_unavailable,"PDF через WebFetch вернул пустое содержимое; альтернативные ссылки (researchgate.net, riotinto.com) вернули 403/404. Сильные цифры из WebSearch (1 млрд тонн, 220+ самосвалов, -75% столкновений) не были подтверждены прямым открытием источника в этой сессии, поэтому кейс не включён"
au-mn-riotinto-caterpillar-zeroemission-01,Rio Tinto,Caterpillar,https://www.businesswire.com/news/home/20210914006181/en/,announcement_only,"При открытии через WebFetch страница оказалась пресс-релизом о меморандуме о сотрудничестве (MOU) по разработке безэмиссионных автономных самосвалов - это анонс намерения, а не отчёт о работающей системе"
us-mn-freeport-flotation-01,Freeport-McMoRan,unknown,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/freeport-mcmoran-turns-data-into-value,source_unavailable,"Страница McKinsey трижды возвращала HTTP 503 при WebFetch; альтернативные источники (e-mj.com) вернули 403. Несмотря на сильные цифры в WebSearch (+5% меди, $300-400M экономии капзатрат), цифры не подтверждены прямым открытием страницы в сессии"
it-og-slb-eni-drilling-01,Eni,SLB,https://www.slb.com/resource-library/case-study-with-navigation/di/eni-using-digital-ai-and-automation-to-drill-beyond-limits,source_unavailable,WebFetch вернул только навигационную структуру сайта SLB без текста самого кейса (26 std/hour и снижение присутствия в красной зоне до нуля не подтверждены)
us-og-bakerhughes-reliability-01,unnamed oil and gas company,BakerHughesC3,https://www.bakerhughes.com/bhc3,unverifiable,"Клиент в кейсе BHC3 Reliability не назван ('an oil and gas company'), что противоречит требованию к включению в основную выдачу; цифры (88% детекции аномалий, $40M value) не были подтверждены отдельным WebFetch, взяты только из сводки WebSearch"
ru-mn-nornickel-conveyor-cv-01,Норникель,unknown,https://exkavator.ru/mining/news/inf_news/145316_mashinnoe_zrenie_zashchitit_konveyernoe_oborudovanie_nornikelya.html,source_unavailable,"WebFetch вернул только навигационное меню сайта Exkavator.ru без текста статьи о машинном зрении на конвейерах рудника Комсомольский; дублирующий кейс по PPE/опасным зонам Норникеля уже включён из других источников"
