url,publisher,source_type,accessed,status,used_for
https://www.so-ups.ru/news/press/press-release-view/news/24306/,СО ЕЭС,client,2026-08-27,ok,ru-en-so-ups-vre-forecast-01
https://www.bigpowernews.ru/markets/document113467.phtml,BigpowerNews,media,2026-08-27,ok,ru-en-so-ups-vre-forecast-01
https://www.zyfra.com/ru/news/media/t-plius-ziiot/,Zyfra,vendor,2026-08-27,ok,ru-en-tplus-ziiot-pdm-01
https://www.cnews.ru/news/line/2023-10-24_t_plyus_nachala_ispolzovat,CNews,media,2026-08-27,ok,ru-en-tplus-ziiot-pdm-01
https://www.company.rt.ru/press/news/d476709/,Ростелеком,vendor,2026-08-27,ok,ru-en-mosenergosbyt-rt-cc-01
https://www.cnews.ru/news/line/2026-02-05_rostelekom_povysil_effektivnost,CNews,media,2026-08-27,ok,ru-en-mosenergosbyt-rt-cc-01
https://www.cnews.ru/news/line/2021-03-17_mailru_group_pomogla_rosseti,CNews,media,2026-08-27,ok,ru-en-mailru-predict-rosseti-loss-01
https://www.vedomosti.ru/technologies/industries_and_markets/news/2025/10/16/1147306-elektroenergii-pomoschyu,Ведомости,media,2026-08-27,ok,ru-en-mts-energytool-rosseti-01
https://cio.osp.ru/news/200623-Rosseti-Sibir-budut-iskat-hischeniya-elektroenergii-s-pomoschyu-iskusstvennogo-intellekta,CIO/OSP,media,2026-08-27,ok,ru-en-mts-energytool-rosseti-01
https://strana-rosatom.ru/2026/05/21/vkalyvaet-ii-a-ne-chelovek-kak-iskusstv/,«Страна Росатом»,client,2026-08-27,ok,ru-en-rosatom-kursk-operator-01
https://www.comnews.ru/digital-economy/content/235312/2024-09-20/2024-w38/1012/cifra-i-sapran-zapustili-sistemu-prognosticheskogo-analiza-i-diagnostiki-oborudovaniya-vosmi-tec,ComNews,media,2026-08-27,ok,ru-en-cifra-sapran-chp8-01
https://deepmind.google/blog/machine-learning-can-boost-the-value-of-wind-energy/,DeepMind / Google,client,2026-08-27,ok,us-en-deepmind-wind-forecast-01
https://www.forbes.com/sites/jeffmcmahon/2020/05/31/thanks-to-renewables-and-machine-learning-google-now-forecasts-the-wind/,Forbes,media,2026-08-27,ok,us-en-deepmind-wind-forecast-01
https://www.globenewswire.com/en/news-release/2018/08/02/1546519/0/en/Enel-Green-Power-North-America-and-Raptor-Maps-Team-Up-for-Cutting-Edge-Solar-Management-Through-Drones-and-AI.html,GlobeNewswire,media,2026-08-27,ok,us-en-enel-raptormaps-solar-01
https://www.enelgreenpower.com/media/news/2018/8/egp-drones-and-ai-to-boost-solar-plants,Enel Green Power,client,2026-08-27,ok,us-en-enel-raptormaps-solar-01
https://us.orsted.com/news-archive/2023/11/orsted-deploys-sparkcognitions-ai-solution-to-enhance-wind-solar-and-storage,Ørsted,client,2026-08-27,ok,us-en-orsted-sparkcognition-01
https://www.prnewswire.com/news-releases/orsted-deploys-sparkcognitions-ai-solution-to-enhance-wind-solar-and-storage-asset-performance-and-increase-energy-production-301980060.html,PR Newswire,media,2026-08-27,ok,us-en-orsted-sparkcognition-01
https://stories.xcelenergy.com/stories/using-advanced-technology-to-combat-wildfire-risk,Xcel Energy,client,2026-08-27,ok,us-en-xcelenergy-panoai-wildfire-01
https://newsroom.xcelenergy.com/news/xcel-energy-brings-ai-driven-wildfire-detection-to-minnesota,Xcel Energy Newsroom,client,2026-08-27,ok,us-en-xcelenergy-panoai-wildfire-01
https://www.tdworld.com/digital-innovations/article/21262976/duke-energys-hybrid-approach-to-ai,T&D World,media,2026-08-27,ok,us-en-dukeenergy-sciml-transformer-01
https://aws.amazon.com/solutions/case-studies/encored-technologies-case-study/,Amazon Web Services,platform,2026-08-27,ok,kr-en-encored-aws-vpp-01
